"","any_state","any_location","any_both_sexes_2004","any_females_2004","any_males_2004","binge_both_sexes_2004","binge_females_2004","binge_males_2004"
"601","Texas","Wilson County",52.7,42.2,63.6,19.6,10.3,29.2
"602","Texas","Victoria County",53,42.3,64.1,19.5,11,28.3
"603","Texas","Harris County",53.3,44,63,13.7,7,20.8
"604","Texas","Harris County",53.3,44,63,16.6,10.3,23
"605","Texas","Blanco County",53.4,43.7,63.5,17.3,9.8,25.1
"606","Texas","Rockwall County",53.8,47.9,59.8,14.6,8.4,21.1
"607","Texas","Brewster County",54.1,46.1,62.5,21,12.6,29.6
"608","Texas","Llano County",54.1,45.6,62.8,17.4,10.4,24.6
"609","Texas","Nueces County",54.6,43.3,66.3,21.5,11.8,31.5
"610","Texas","Aransas County",54.7,45.6,64.1,20.6,11.8,29.8
"611","Texas","Colorado County",54.9,45.8,64.3,20,11.7,28.5
"612","Texas","Lavaca County",54.9,44.3,65.9,21.7,10.8,33
"613","Texas","Bandera County",55,45.9,64.4,20.4,11.9,29.3
"614","Texas","Montgomery County",55.1,45.8,64.7,14.6,7.6,21.8
"615","Texas","Montgomery County",55.1,45.8,64.7,12.8,6.3,19.6
"616","Texas","Montgomery County",55.1,45.8,64.7,11,5.8,16.3
"617","Texas","Montgomery County",55.1,45.8,64.7,18,11.9,24.4
"618","Texas","Montgomery County",55.1,45.8,64.7,16.1,10,22.4
"619","Texas","Montgomery County",55.1,45.8,64.7,20.8,13,29
"620","Texas","Montgomery County",55.1,45.8,64.7,13.9,8.6,19.4
"621","Texas","Montgomery County",55.1,45.8,64.7,9.6,4.2,15.1
"622","Texas","Montgomery County",55.1,45.8,64.7,13.3,9.5,17.3
"623","Texas","Montgomery County",55.1,45.8,64.7,11.2,5.2,17.4
"624","Texas","Montgomery County",55.1,45.8,64.7,18.6,10.3,27.3
"625","Texas","Montgomery County",55.1,45.8,64.7,19.6,11.6,27.8
"626","Texas","Montgomery County",55.1,45.8,64.7,10.3,4.8,16
"627","Texas","Montgomery County",55.1,45.8,64.7,16.9,10.4,23.6
"628","Texas","Montgomery County",55.1,45.8,64.7,18.6,11.8,25.7
"629","Texas","Montgomery County",55.1,45.8,64.7,11.1,5.9,16.5
"630","Texas","Montgomery County",55.1,45.8,64.7,17.5,10,25.3
"631","Texas","Montgomery County",55.1,45.8,64.7,14.2,8.3,20.4
"632","Texas","Austin County",55.2,45.8,65,19.3,11,28
"633","Texas","Brazos County",55.3,46.6,64.3,17.9,11.7,24.2
"634","Texas","Tarrant County",55.3,47.6,63.2,16.3,10.8,22.1
"635","Texas","Guadalupe County",55.4,45.7,65.6,18.9,9.2,29
"636","Texas","Guadalupe County",55.4,45.7,65.6,18.6,11.1,26.3
"637","Texas","Mason County",55.5,46.4,64.9,18.6,11.3,26.1
"638","Texas","Mason County",55.5,46.4,64.9,13.5,9,18.3
"639","Texas","Mason County",55.5,46.4,64.9,22.5,13.8,31.6
"640","Texas","Mason County",55.5,46.4,64.9,16.8,9.2,24.7
"641","Texas","Mason County",55.5,46.4,64.9,18,12.3,23.9
"642","Texas","Mason County",55.5,46.4,64.9,10.3,4.4,16.3
"643","Texas","Hood County",55.8,50,61.9,16.6,9.9,23.4
"644","Texas","Bexar County",56.1,47.6,64.9,20.1,11,29.5
"645","Texas","Fort Bend County",56.2,47.4,65.3,16.9,10.4,23.7
"646","Texas","Kerr County",56.5,47.5,65.8,17.6,10.3,25.2
"647","Texas","Washington County",56.9,47.4,66.8,10.5,3.9,17.3
"648","Texas","Washington County",56.9,47.4,66.8,16.1,10,22.5
"649","Texas","Washington County",56.9,47.4,66.8,17.5,10.2,25.1
"650","Texas","Washington County",56.9,47.4,66.8,12,6.2,18.1
"651","Texas","Washington County",56.9,47.4,66.8,11.8,6.2,17.6
"652","Texas","Washington County",56.9,47.4,66.8,17.7,10.9,24.7
"653","Texas","Washington County",56.9,47.4,66.8,22.6,15.5,30
"654","Texas","Washington County",56.9,47.4,66.8,14.2,7.8,20.9
"655","Texas","Washington County",56.9,47.4,66.8,20.4,10.9,30.2
"656","Texas","Washington County",56.9,47.4,66.8,18.4,10.4,26.7
"657","Texas","Washington County",56.9,47.4,66.8,12.3,4.5,20.3
"658","Texas","Washington County",56.9,47.4,66.8,17.6,10,25.4
"659","Texas","Washington County",56.9,47.4,66.8,16,10.4,21.8
"660","Texas","Washington County",56.9,47.4,66.8,20.3,13.5,27.3
"661","Texas","Washington County",56.9,47.4,66.8,12.9,6.4,19.7
"662","Texas","Washington County",56.9,47.4,66.8,18.2,10.4,26.3
"663","Texas","Washington County",56.9,47.4,66.8,21.7,14.3,29.3
"664","Texas","Washington County",56.9,47.4,66.8,17.7,10.2,25.4
"665","Texas","Washington County",56.9,47.4,66.8,9.8,5,14.7
"666","Texas","Washington County",56.9,47.4,66.8,16.2,9.8,22.9
"667","Texas","Washington County",56.9,47.4,66.8,13.2,7.3,19.4
"668","Texas","Washington County",56.9,47.4,66.8,15.2,10.5,20
"669","Texas","Washington County",56.9,47.4,66.8,20.7,12.7,29.1
"670","Texas","Washington County",56.9,47.4,66.8,20.3,13.4,27.5
"671","Texas","Washington County",56.9,47.4,66.8,9.8,5.6,14.1
"672","Texas","Washington County",56.9,47.4,66.8,16.9,10.3,23.8
"673","Texas","Washington County",56.9,47.4,66.8,9.3,6.4,12.3
"674","Texas","Washington County",56.9,47.4,66.8,18.9,11.1,27
"675","Texas","Washington County",56.9,47.4,66.8,10.9,5.4,16.5
"676","Texas","Washington County",56.9,47.4,66.8,25.1,17.3,33.3
"677","Texas","Denton County",57.3,50.3,64.6,16.2,10.5,22.2
"678","Texas","Jeff Davis County",57.3,47.8,67.1,9.9,4.9,15.2
"679","Texas","Jeff Davis County",57.3,47.8,67.1,22.7,14.4,31.4
"680","Texas","Galveston County",57.4,48,67.1,19.8,12.8,27.1
"681","Texas","Fayette County",57.7,49.1,66.6,10.2,4.1,16.5
"682","Texas","Fayette County",57.7,49.1,66.6,14,8.4,19.7
"683","Texas","Fayette County",57.7,49.1,66.6,15.4,8.9,22.1
"684","Texas","Fayette County",57.7,49.1,66.6,15.4,8.9,22.1
"685","Texas","Fayette County",57.7,49.1,66.6,24.2,14.3,34.5
"686","Texas","Fayette County",57.7,49.1,66.6,12.4,7.6,17.3
"687","Texas","Fayette County",57.7,49.1,66.6,16,9.8,22.4
"688","Texas","Fayette County",57.7,49.1,66.6,20.5,12.5,28.7
"689","Texas","Fayette County",57.7,49.1,66.6,10.3,4.1,16.7
"690","Texas","Fayette County",57.7,49.1,66.6,20,12.3,28.1
"691","Texas","Fayette County",57.7,49.1,66.6,11.5,5.2,18
"692","Texas","Comal County",59.4,51.1,68,19.4,11.1,27.9
"693","Texas","Williamson County",60,51.9,68.4,16.5,9.8,23.4
"694","Texas","Williamson County",60,51.9,68.4,12.5,6.6,18.5
"695","Texas","Williamson County",60,51.9,68.4,17,10.8,23.5
"696","Texas","Hays County",60.5,53.2,68.1,19.8,12,27.9
"697","Texas","Collin County",60.9,55.1,66.9,16.3,10.7,22.1
"698","Texas","Kendall County",61.3,53.4,69.5,19.2,12.6,26
"699","Texas","Kendall County",61.3,53.4,69.5,18.5,10.2,27.1
"700","Texas","Travis County",63.8,57.7,70.1,20,13.5,26.8
"701","Texas","Gillespie County",66.4,59.6,73.4,22.9,15,31.2
